Municipio;Orgao;Item de Despesa;Valor Investido
SAO SEBASTIAO DO PARAISO;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;240.290,60
SAO SEBASTIAO DO PARAISO;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
SAO SEBASTIAO DO PARAISO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
SAO SEBASTIAO DO PARAISO;SECRETARIA DE ESTADO DE  DESENVOLVIMENTO SOCIAL;AUXILIOS;138.610,00
SAO SEBASTIAO DO PARAISO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;12.013,56
SAO SEBASTIAO DO PARAISO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;394.340,26
SAO SEBASTIAO DO PARAISO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;9.711,60
SAO SEBASTIAO DO PARAISO;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;62.361,00
SAO SEBASTIAO DO RIO PRETO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;62.740,23
SAO SEBASTIAO DO RIO PRETO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SAO SEBASTIAO DO RIO VERDE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;68.541,12
SAO TIAGO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;75.367,27
SAO TIAGO;INSTITUTO ESTADUAL DE FLORESTAS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;78.999,90
SAO TIAGO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SAO TIAGO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
SAO TIAGO;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;52.670,00
SAO TOMAS DE AQUINO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;173.747,91
SAO TOMAS DE AQUINO;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;6.600,00
SAO TOMAS DE AQUINO;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
SAO TOMAS DE AQUINO;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;9.266,50
SAO TOMAS DE AQUINO;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
SAO TOMAS DE AQUINO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
SAO TOMAS DE AQUINO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
SAO TOMAS DE AQUINO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SAO TOMAS DE AQUINO;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;45.000,00
SAO TOME DAS LETRAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;75.081,88
SAO TOME DAS LETRAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;18.260,79
SAO TOME DAS LETRAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SAO VICENTE DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;269.189,04
SAO VICENTE DE MINAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SAO VICENTE DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SAPUCAI-MIRIM;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;94.044,87
SAPUCAI-MIRIM;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SAPUCAI-MIRIM;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SARDOA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;107.670,66
SARDOA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
SARDOA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SARZEDO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;27.419,83
SARZEDO;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
SARZEDO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;31.966,69
SARZEDO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
SEM-PEIXE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;30.276,43
SEM-PEIXE;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SENADOR AMARAL;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;76.043,94
SENADOR AMARAL;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
SENADOR AMARAL;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SENADOR AMARAL;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SENADOR CORTES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;56.201,24
SENADOR FIRMINO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;119.482,83
SENADOR FIRMINO;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
SENADOR FIRMINO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SENADOR JOSE BENTO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;26.215,20
SENADOR JOSE BENTO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;50.000,00
SENADOR MODESTINO GONCALVES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;73.564,36
SENADOR MODESTINO GONCALVES;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SENADOR MODESTINO GONCALVES;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SENHORA DE OLIVEIRA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;101.117,49
SENHORA DE OLIVEIRA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SENHORA DO PORTO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;173.742,63
SENHORA DO PORTO;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;45.853,07
SENHORA DO PORTO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SENHORA DO PORTO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SENHORA DOS REMEDIOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;85.764,87
SENHORA DOS REMEDIOS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;9.240,00
SENHORA DOS REMEDIOS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
SENHORA DOS REMEDIOS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;10.787,50
SENHORA DOS REMEDIOS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
SENHORA DOS REMEDIOS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
SENHORA DOS REMEDIOS;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;291.430,30
SERICITA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;45.414,68
SERICITA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;IMOVEIS NECESSARIOS A REALIZACAO DE OBRAS DE BENS NAO-PATRIMONIAVEIS;0
SERITINGA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;30.032,73
SERITINGA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;24.494,00
SERRA AZUL DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;64.459,61
SERRA AZUL DE MINAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SERRA AZUL DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SERRA AZUL DE MINAS;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;80.000,00
SERRA DA SAUDADE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DESPESAS DE EXERCICIOS ANTERIORES - OUTRAS DESPESAS;1.263,76
SERRA DA SAUDADE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;34.064,62
SERRA DO SALITRE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;380.885,03
SERRA DO SALITRE;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
SERRA DOS AIMORES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;160.316,16
SERRA DOS AIMORES;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
SERRA DOS AIMORES;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;90.458,12
SERRA DOS AIMORES;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;100.000,00
SERRANIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;92.781,72
SERRANIA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;6.600,00
SERRANIA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
SERRANIA;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;9.266,50
SERRANIA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SERRANIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
SERRANIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SERRANOPOLIS DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;29.736,90
SERRANOPOLIS DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SERRANOPOLIS DE MINAS;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;100.000,00
SERRANOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;4.204,55
SERRO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;332.667,52
SERRO;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;25.978,66
SERRO;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;EQUIPAMENTOS DE INFORMATICA;4.530,00
SERRO;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
SERRO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;170.383,56
SERRO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;8.740,44
SERRO;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;200.000,00
SETE LAGOAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;37.000,00
SETE LAGOAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;499,38
SETE LAGOAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
SETE LAGOAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;298.857,57
SETE LAGOAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;490.280,46
SETE LAGOAS;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;MOBILIARIO;914,28
SETE LAGOAS;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;AUXILIOS;323.704,01
SETE LAGOAS;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;4.050,00
SETE LAGOAS;FUNDO ESTADUAL DE CULTURA;CONTRIBUICOES;55.800,00
SETE LAGOAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;72.036,15
SETE LAGOAS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;10.600,00
SETE LAGOAS;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;23.332,51
SETE LAGOAS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;11.896,00
SETE LAGOAS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;8.910,00
SETE LAGOAS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;370
SETE LAGOAS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;65.411,00
SETE LAGOAS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;246.000,00
SETE LAGOAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;7.500,00
SETE LAGOAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;3.000,00
SETE LAGOAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;30.148,82
SETE LAGOAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;FERRAMENTAS, EQUIP. E INSTRUMENTOS P/ OFICINA, MEDICAO E INSPECAO;709,84
SETE LAGOAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;8.800,00
SETE LAGOAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;780
SETE LAGOAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;202.795,00
SETE LAGOAS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;679.752,60
SETE LAGOAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;411.668,20
SETE LAGOAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;28.163,64
SETE LAGOAS;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;90.176,00
SETE LAGOAS;SECRETARIA DE ESTADO DE EDUCACAO;VEICULOS;9.704.705,65
SETUBINHA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;164.231,79
SETUBINHA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SETUBINHA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;320.000,00
SILVEIRANIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;33.417,76
SILVEIRANIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;40.000,00
SILVEIRANIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SILVEIRANIA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;59.873,00
SILVIANOPOLIS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;153.007,20
SILVIANOPOLIS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;111.652,37
SILVIANOPOLIS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
SILVIANOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SIMAO PEREIRA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;155.338,53
SIMAO PEREIRA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;7.530,00
SIMONESIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;29.611,40
SIMONESIA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
SIMONESIA;SECRETARIA DE ESTADO DE  DESENVOLVIMENTO SOCIAL;AUXILIOS;45.000,00
SIMONESIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;305.954,08
SIMONESIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;4.855,80
SOBRALIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;29.641,57
SOBRALIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
SOBRALIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
SOBRALIA;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;204.009,79
SOLEDADE DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;74.475,13
SOLEDADE DE MINAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;18.260,79
SOLEDADE DE MINAS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
SOLEDADE DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;104.230,91
SOLEDADE DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
TABULEIRO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;64.665,60
TABULEIRO;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;83.705,36
TABULEIRO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
TABULEIRO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
TAIOBEIRAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;382.872,71
TAIOBEIRAS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
TAIOBEIRAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;213.127,00
TAIOBEIRAS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;45.807,68
TAIOBEIRAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;4.855,80
TAIOBEIRAS;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;506.691,12
TAPARUBA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;32.757,10
TAPARUBA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;122.111,00
TAPARUBA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
TAPIRA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;152.994,78
TAPIRA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
TAPIRA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;35.000,00
TAPIRAI;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;2.710,08
TAPIRAI;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;595
